sentence,emotion
i feel a gentle nudge in my spirit to let myself go let myself feel the sadness that comes with leaving a place we love,love
i have been through these past few years has helped me in not feeling ashamed of my eating habits,sad
i feel like this was one of the most supportive and comfortable auditions ive ever done,love
i feel beaten too,sad
i have been living my life you see but i feel like i dont know myself and sometimes what im feeling feels a bit strange towards me,suprise
i feel like hot stuff in my own beach chair,love
i would feel surprised that i was actually doing it,suprise
i feel if i m happy others will be too if not like my mate mark bunkall says oh well,joy
i was feeling emotional extremes so almost every moment of a teenagers day,sad
i am feeling a bit nervous about here,fear
i woke up feeling quite lethargic,sad
i feel a little bit nostalgic he said,love
i myself smiling through loving simple dialog child logic explain situation feelings it s funny,suprise
i feel distraught frustrated discouraged prideful and my expectations in life fail and leave me feeling hungry sometimes starving,fear
i drew it felt as if nothing in the world could make me sad or miserable i just always feel this graceful feeling about it,joy
i can actually focus now and am now feeling sad or depressed or anything,sad
